stock,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
300950.SZ,0,0,1,3,5,9,17,23,21,33,15,50,30,19,5,5,3,2,0,3,0
300951.SZ,0,0,0,1,4,2,7,14,32,50,31,41,27,17,7,6,1,1,1,0,0
300952.SZ,1,0,1,2,2,4,9,15,27,41,30,48,26,18,7,3,4,0,0,0,0
300953.SZ,0,2,1,5,5,6,10,24,41,36,21,30,18,22,11,10,4,2,4,0,1
300955.SZ,2,1,0,2,5,3,14,19,28,33,25,37,39,19,4,2,3,4,2,0,1
300956.SZ,0,0,1,1,1,5,9,19,28,42,31,45,34,18,8,3,1,2,0,2,0
300957.SZ,0,1,1,1,4,8,12,22,32,41,21,40,23,11,15,6,3,2,3,2,0
300958.SZ,0,3,0,1,1,6,13,17,30,40,28,45,22,16,4,6,4,1,1,1,1
300959.SZ,1,0,1,3,1,6,7,23,27,46,24,50,37,10,6,4,4,1,0,0,0
300960.SZ,0,1,1,1,3,11,8,13,26,36,18,58,40,12,5,3,1,1,0,0,0
300961.SZ,0,0,1,2,3,4,9,14,35,45,23,53,23,14,10,2,1,1,0,0,0
300962.SZ,1,2,1,1,3,5,13,17,23,45,24,50,36,12,6,5,4,2,1,1,1
300963.SZ,0,1,2,5,4,9,6,17,23,35,25,49,32,22,7,3,4,0,0,0,0
300964.SZ,1,0,0,1,2,4,14,19,25,34,31,54,34,13,5,2,1,2,1,1,1
300965.SZ,2,1,0,2,1,3,8,22,29,50,18,52,33,12,3,4,2,1,0,1,1
300966.SZ,0,2,2,8,1,11,11,15,33,33,25,37,28,16,10,5,3,1,2,0,2
300967.SZ,0,1,2,0,8,8,12,14,39,36,15,44,32,10,6,5,3,3,3,0,1
300968.SZ,1,0,0,1,1,2,9,18,27,40,38,65,28,7,6,1,0,1,0,0,0
300969.SZ,1,1,2,4,8,14,22,19,26,32,23,20,19,13,9,11,10,5,3,3,2
300970.SZ,0,1,2,4,7,6,9,13,29,42,31,41,37,12,8,5,2,2,0,0,1
300971.SZ,0,0,0,0,6,9,9,21,31,36,32,44,34,17,4,4,2,3,0,0,1
300972.SZ,1,1,3,2,8,5,11,13,26,39,15,55,30,12,6,5,6,3,1,0,2
300973.SZ,1,0,1,2,2,3,16,31,34,36,17,38,15,16,13,7,4,5,4,3,0
300975.SZ,1,0,1,1,4,2,6,27,27,45,35,48,34,9,7,5,3,1,1,0,0
300976.SZ,0,1,1,0,2,4,9,19,29,53,24,50,32,12,4,0,2,3,1,1,0
300977.SZ,0,0,0,1,6,6,11,21,36,35,26,37,29,18,6,4,4,1,2,0,0
300978.SZ,0,0,5,2,10,9,12,18,30,34,21,39,26,23,7,5,1,2,2,4,1
300979.SZ,0,0,0,1,5,5,11,20,45,37,25,35,24,9,12,8,5,2,2,0,0
300980.SZ,2,0,0,2,5,9,15,13,30,40,26,39,30,13,8,3,2,4,1,0,0
300981.SZ,2,1,0,2,2,5,5,20,30,43,19,45,27,9,11,4,3,0,1,0,0
300982.SZ,1,1,0,3,5,11,17,23,26,43,19,18,32,9,15,9,3,4,5,2,1
300983.SZ,0,0,0,0,3,2,2,11,23,60,38,57,13,6,6,1,0,0,0,0,0
300984.SZ,0,1,1,6,3,11,6,17,29,32,25,45,19,12,12,9,1,2,3,2,0
300985.SZ,0,0,1,3,8,10,20,22,15,37,17,38,24,22,9,7,2,3,3,0,0
300986.SZ,3,0,0,1,6,6,19,34,28,38,19,34,14,18,8,5,15,2,1,1,1
300987.SZ,0,0,1,6,9,6,16,15,32,25,18,48,27,18,14,7,2,1,3,0,1
300988.SZ,1,2,1,4,5,7,14,26,26,29,12,35,29,18,13,5,4,5,1,1,1
300989.SZ,1,0,0,0,4,7,8,17,31,43,27,54,22,10,7,5,3,2,0,1,0
300990.SZ,0,3,2,3,6,13,21,25,41,29,11,30,13,13,9,9,8,5,5,5,2
300991.SZ,0,1,3,1,2,4,12,16,34,46,15,39,36,22,6,3,2,1,0,0,0
300992.SZ,4,0,0,4,7,6,13,15,18,39,34,40,20,26,8,7,4,4,1,0,2
300993.SZ,0,0,1,2,3,5,10,26,30,32,17,45,30,15,7,4,2,2,2,1,1
300994.SZ,1,1,2,0,8,10,15,15,24,54,16,33,22,18,11,7,4,4,0,1,1
300995.SZ,1,0,2,2,4,7,9,15,21,37,36,51,29,21,8,1,2,0,1,2,0
300996.SZ,1,1,1,2,4,7,15,23,34,36,16,29,29,15,11,9,5,5,3,3,2
300997.SZ,1,0,0,2,4,3,6,14,36,52,14,56,27,14,7,4,3,2,0,0,0
300998.SZ,2,0,2,3,3,8,13,18,26,35,33,35,33,18,11,7,6,1,1,1,0
300999.SZ,0,0,1,0,0,1,8,12,36,56,33,42,28,9,8,1,1,0,1,0,0
301000.SZ,1,0,0,0,3,3,12,11,34,36,38,43,24,12,6,5,6,1,1,0,0
301001.SZ,1,1,0,2,4,11,15,19,23,39,19,40,26,23,11,5,4,1,0,1,1
301002.SZ,1,1,0,2,9,9,12,13,22,43,24,39,33,18,8,7,0,1,2,0,0
301003.SZ,0,1,2,1,3,4,5,18,25,47,22,54,33,12,6,3,1,1,1,1,0
301004.SZ,0,1,0,5,5,7,8,22,38,37,21,39,27,11,9,10,5,4,3,3,1
301005.SZ,1,0,1,0,2,3,15,22,29,43,29,32,29,16,11,4,9,1,2,1,0
301006.SZ,0,1,1,2,1,3,11,14,25,48,27,54,26,15,8,0,3,3,0,0,0
301007.SZ,0,0,1,3,5,8,13,19,26,43,29,35,32,15,12,8,2,1,1,0,0
301008.SZ,1,0,0,1,4,1,7,17,26,39,41,60,30,6,5,1,0,1,2,0,0
301009.SZ,1,1,1,1,3,8,7,17,20,51,27,44,29,16,8,7,2,3,1,0,2
301010.SZ,3,4,1,1,9,5,10,22,30,35,27,41,23,11,12,4,4,3,1,0,1
301011.SZ,0,1,2,3,7,10,18,21,29,28,17,39,27,22,14,3,5,1,1,0,2
301012.SZ,1,1,2,3,5,7,12,29,37,38,17,30,16,20,17,10,4,3,5,1,1
301013.SZ,0,0,2,3,5,6,8,30,28,43,23,23,25,21,11,5,1,4,3,1,1
301015.SZ,0,0,2,0,3,10,14,17,30,42,24,47,24,11,10,2,5,3,3,1,0
301016.SZ,1,1,0,1,3,8,8,15,29,41,24,47,38,17,2,3,2,0,0,0,0
301017.SZ,0,0,0,0,6,10,17,15,24,49,14,35,28,16,12,3,3,5,2,2,1
301018.SZ,0,3,2,5,10,11,20,24,28,23,9,28,26,12,15,10,6,5,4,2,0
301019.SZ,0,0,0,0,1,2,3,16,28,45,35,52,28,6,2,3,2,1,0,0,0
301020.SZ,0,0,0,0,4,10,11,22,23,44,27,44,28,19,5,4,4,4,1,0,0
301021.SZ,1,0,5,2,8,12,13,20,21,29,25,35,33,17,9,7,4,3,2,0,1
301022.SZ,0,1,1,3,2,7,10,16,24,36,30,43,32,17,6,6,4,1,1,0,0
301023.SZ,1,0,3,1,2,8,14,19,34,31,15,53,22,14,9,5,1,4,1,3,1
301024.SZ,2,1,0,3,3,6,3,14,26,46,36,48,21,13,5,6,0,2,2,0,0
301025.SZ,1,1,1,4,9,7,14,15,35,32,16,28,40,17,11,8,3,0,1,0,0
301026.SZ,0,1,3,3,3,6,15,22,31,37,24,33,28,19,6,8,3,4,3,1,1
301027.SZ,1,3,3,4,6,9,10,21,28,32,19,35,23,18,9,6,8,1,3,0,0
301028.SZ,0,0,1,0,3,2,4,18,28,46,27,48,33,14,2,2,2,0,1,0,0
301029.SZ,0,1,0,1,3,6,18,22,34,46,13,33,28,22,12,5,3,4,2,0,0
301030.SZ,0,2,2,3,2,9,20,19,27,39,20,29,18,18,13,9,7,4,4,1,1
301031.SZ,0,0,1,3,3,10,24,23,28,38,17,26,26,13,13,14,4,7,1,2,1
301032.SZ,0,1,0,0,6,6,11,15,27,41,22,51,36,12,5,3,5,0,0,0,0
301033.SZ,1,0,1,4,4,7,15,26,17,41,17,46,30,16,10,8,4,0,0,0,2
301035.SZ,0,0,2,1,1,3,9,19,30,52,21,43,21,16,8,2,6,3,1,0,1
301036.SZ,0,0,1,0,4,4,9,11,23,54,27,39,44,14,4,1,0,1,0,0,0
301037.SZ,0,0,0,1,5,3,8,9,36,38,36,49,29,10,6,4,1,3,0,0,0
301038.SZ,1,2,6,2,5,6,8,26,31,24,15,40,26,14,10,6,4,4,3,3,1
301039.SZ,2,1,1,0,3,3,10,27,28,43,19,48,23,16,8,4,0,4,0,0,0
301040.SZ,0,3,2,3,4,8,16,19,32,34,18,44,20,22,9,8,3,5,1,1,0
301041.SZ,1,0,2,2,6,8,13,24,32,32,18,42,34,16,12,6,2,0,0,0,1
301042.SZ,0,0,0,0,1,5,8,17,32,38,39,49,34,15,3,3,1,1,0,1,0
301043.SZ,1,0,1,2,3,8,7,20,18,42,38,58,27,10,1,4,2,3,1,2,0
301045.SZ,0,0,0,1,3,3,7,18,24,40,38,62,31,13,1,2,0,0,0,0,0
301046.SZ,1,1,4,3,7,10,21,25,28,26,9,37,21,17,10,5,8,5,3,0,2
301047.SZ,0,0,2,3,2,6,12,22,31,46,23,35,22,12,10,3,6,1,0,0,1
301048.SZ,1,0,2,2,3,6,9,15,31,43,28,42,29,15,11,5,5,1,0,0,0
301049.SZ,0,3,2,1,3,9,15,22,28,30,19,41,29,17,6,6,3,2,0,0,0
301050.SZ,0,0,0,2,9,7,18,28,32,29,15,34,23,19,11,11,4,4,1,0,0
301051.SZ,0,0,1,4,3,8,9,17,41,41,19,40,22,12,9,4,6,3,0,0,1
301052.SZ,0,3,1,2,9,4,11,13,33,50,18,38,24,14,3,9,3,3,2,1,2
301053.SZ,0,1,0,2,5,4,5,12,28,45,18,60,32,11,6,3,0,0,0,0,0
301055.SZ,0,0,1,0,1,4,5,14,35,50,25,43,25,14,8,2,1,1,1,1,0
301056.SZ,0,2,1,0,2,8,4,16,23,37,31,43,33,11,5,2,1,1,0,0,1
301057.SZ,0,0,0,1,2,3,12,15,21,44,45,39,32,11,6,4,3,1,0,0,0
301058.SZ,1,3,3,2,2,5,10,31,30,39,22,40,17,14,12,10,4,4,2,0,2
301059.SZ,1,0,1,2,1,6,14,22,26,40,25,33,36,18,6,9,3,0,1,2,0
301060.SZ,2,2,0,6,7,7,21,24,28,26,19,41,19,11,13,3,8,1,3,1,1
301061.SZ,1,0,2,3,1,2,5,13,35,52,36,39,22,16,7,6,2,0,0,2,0
301062.SZ,0,2,0,1,3,9,12,24,35,36,14,41,22,13,13,7,4,1,1,0,0
301063.SZ,2,0,3,6,2,6,11,25,29,41,18,34,23,16,6,10,7,2,0,1,1
301065.SZ,2,0,2,2,4,5,7,18,27,39,19,52,28,17,4,2,2,1,1,0,1
301066.SZ,1,2,1,6,3,3,12,22,34,48,25,31,30,16,9,9,3,3,2,0,0
301067.SZ,0,0,0,0,5,4,13,16,19,42,22,61,37,7,4,3,1,1,0,0,0
301068.SZ,0,0,0,3,3,3,18,19,26,35,28,33,26,13,18,5,4,4,0,0,1
301069.SZ,0,1,2,3,4,12,15,18,32,37,15,27,32,18,18,3,1,5,1,1,1
301070.SZ,1,0,1,0,5,6,9,11,35,39,32,49,32,18,4,2,1,1,0,2,0
301071.SZ,0,0,4,1,6,10,16,23,26,37,20,33,21,17,10,9,9,5,1,2,1
301072.SZ,2,2,1,3,8,12,7,18,30,32,19,40,25,14,9,14,4,0,1,1,0
301073.SZ,1,3,1,4,7,7,18,28,23,33,10,24,17,20,15,7,6,4,4,3,3
301075.SZ,1,0,2,3,2,12,8,15,23,43,27,45,26,14,7,7,3,2,1,1,1
301076.SZ,0,1,1,2,6,4,9,15,28,32,26,50,29,22,3,3,3,2,2,3,0
301077.SZ,0,0,0,0,3,8,13,17,27,45,29,49,26,11,5,5,3,1,0,4,0
301078.SZ,3,2,3,1,2,10,13,25,27,24,15,43,43,14,11,8,2,6,1,0,1
301079.SZ,0,1,1,2,2,6,9,20,27,40,27,41,35,19,8,3,4,0,1,1,0
301080.SZ,0,2,3,2,8,7,16,19,33,44,18,23,25,10,16,13,5,5,2,0,0
301081.SZ,0,1,0,2,3,6,8,18,21,38,29,53,32,15,6,4,1,0,0,0,0
301082.SZ,0,2,2,2,5,7,15,22,24,29,19,50,37,15,5,7,1,2,1,0,1
301083.SZ,1,0,3,0,5,6,9,20,25,42,32,46,31,18,10,2,2,0,1,0,0
301085.SZ,1,1,1,4,7,4,12,13,22,42,25,38,29,18,6,7,5,1,2,1,0
301086.SZ,0,0,0,0,6,3,4,24,20,39,30,52,28,14,2,5,2,1,0,0,1
301087.SZ,1,0,2,4,5,7,12,26,27,36,21,56,22,10,9,5,3,0,1,4,0
301088.SZ,0,1,1,1,2,2,6,7,29,50,36,66,25,8,3,1,1,0,0,0,0
301089.SZ,3,5,3,3,13,17,11,27,23,25,9,25,15,16,14,9,6,6,0,2,4
301090.SZ,0,0,0,1,0,4,4,16,33,37,29,53,24,7,4,2,3,0,2,0,0
301091.SZ,1,2,2,3,4,10,13,20,35,38,6,45,19,11,20,5,4,2,2,0,0
301092.SZ,0,2,1,3,3,11,13,18,23,37,26,47,31,15,10,3,2,2,2,0,1
301093.SZ,0,0,2,2,2,3,4,15,34,42,36,63,23,3,5,3,4,1,0,0,0
301095.SZ,0,1,1,1,1,7,8,12,11,12,9,10,12,11,10,5,2,1,1,0,0
301096.SZ,0,0,0,1,6,6,18,18,28,41,20,39,33,13,6,7,5,1,0,0,3
301097.SZ,3,2,0,3,0,1,5,18,24,37,24,22,10,7,9,3,5,4,3,1,2
301098.SZ,0,1,1,4,4,8,13,13,39,39,14,45,23,18,9,1,1,2,1,0,1
301099.SZ,2,1,1,4,4,11,22,18,38,34,15,29,24,13,12,9,5,4,4,1,2
301100.SZ,0,0,0,1,11,9,9,13,22,37,28,70,28,11,7,2,1,1,2,0,1
301101.SZ,1,0,2,4,6,15,13,18,27,31,20,30,30,17,13,8,8,4,3,2,1
301102.SZ,0,0,0,1,2,2,9,30,26,29,18,23,20,12,7,7,5,2,3,1,1
301103.SZ,2,1,0,1,4,3,11,19,28,26,20,35,25,11,6,8,4,1,0,1,1
301105.SZ,0,0,0,0,1,0,0,2,2,4,2,5,6,0,0,0,0,0,0,0,0
301106.SZ,0,0,2,3,2,4,10,14,21,25,34,52,30,17,4,3,0,0,2,0,0
301107.SZ,0,1,0,0,0,4,4,14,20,33,13,39,17,6,3,2,0,2,0,0,0
301108.SZ,1,1,3,2,4,5,5,13,22,49,32,46,28,14,3,3,1,2,0,1,0
301109.SZ,1,0,2,1,1,3,1,8,16,39,33,45,13,7,3,4,1,0,0,0,0
301110.SZ,1,0,1,3,5,7,4,20,19,36,16,43,20,8,6,4,1,3,2,2,0
301111.SZ,1,1,4,3,13,9,11,18,25,34,17,37,23,15,17,7,7,4,4,2,1
301112.SZ,0,1,1,6,4,5,7,14,15,24,14,14,14,10,4,5,3,1,2,0,0
301113.SZ,0,1,1,5,11,6,13,22,26,30,22,44,28,17,8,5,4,2,0,1,0
301115.SZ,0,0,1,0,1,0,4,5,16,16,15,23,8,3,1,2,0,0,0,0,1
301116.SZ,0,3,1,3,4,6,18,16,34,36,20,35,24,17,18,5,3,1,0,0,0
301117.SZ,2,1,1,2,11,8,13,23,28,32,10,32,22,17,14,10,5,4,6,2,1
301118.SZ,0,0,2,3,6,6,14,16,19,47,17,38,32,17,14,2,3,3,0,0,0
301119.SZ,0,0,3,4,9,10,9,16,30,29,26,35,35,21,9,1,6,2,1,1,0
301120.SZ,1,3,1,1,8,5,13,13,17,27,19,17,19,10,13,10,7,1,1,1,1
301121.SZ,0,0,2,5,6,3,6,11,12,13,10,13,9,12,8,0,1,2,2,3,0
301122.SZ,1,0,4,4,6,9,14,15,23,32,22,28,24,18,7,6,4,3,1,2,2
301123.SZ,1,1,1,4,5,7,13,19,25,23,25,42,23,19,9,2,4,3,2,0,0
301125.SZ,0,0,1,2,3,1,5,15,16,27,17,25,19,12,3,2,0,2,0,0,0
301126.SZ,2,2,1,2,7,11,12,21,22,30,22,31,32,16,11,7,5,2,2,0,0
301127.SZ,0,1,0,3,4,5,11,14,21,43,36,41,30,15,7,3,2,1,0,0,0
301128.SZ,3,1,1,3,7,5,14,13,33,46,12,40,26,19,8,9,3,5,0,1,0
301129.SZ,0,1,0,1,0,4,17,20,41,30,29,29,19,14,7,11,6,3,3,1,0
301130.SZ,3,1,4,2,8,12,3,20,15,34,18,31,20,18,6,6,0,2,5,0,0
301131.SZ,1,1,2,2,5,6,13,17,21,24,21,26,30,14,10,6,5,3,0,1,1
301132.SZ,0,0,0,0,3,2,12,15,7,22,10,21,12,7,4,1,2,0,0,0,0
301133.SZ,1,3,1,6,5,9,12,19,22,34,16,57,29,17,7,4,6,3,1,0,1
301135.SZ,0,1,2,2,5,6,9,10,16,34,23,27,28,10,10,8,0,0,2,1,1
301136.SZ,0,3,1,2,5,9,9,18,25,46,24,42,25,10,9,5,4,4,0,1,1
301137.SZ,0,2,2,1,3,7,10,10,15,34,15,37,21,17,5,4,2,0,1,1,0
301138.SZ,1,1,2,2,5,10,12,22,24,33,27,42,31,21,9,4,3,2,0,0,0
301139.SZ,0,0,0,0,1,0,6,6,20,25,18,30,13,4,4,1,2,0,0,0,0
301148.SZ,0,2,1,1,1,0,0,13,18,32,38,40,11,6,4,3,1,1,0,0,0
301149.SZ,0,0,2,5,7,5,10,16,26,45,27,44,28,14,12,2,4,1,0,0,0
301150.SZ,0,0,1,3,4,9,4,12,22,31,19,29,21,9,5,3,5,0,1,0,1
301151.SZ,0,0,4,2,1,3,4,9,18,35,38,41,13,8,3,0,1,0,0,0,0
301152.SZ,0,0,2,1,1,4,4,8,9,17,13,23,9,9,2,2,0,1,0,0,0
301153.SZ,0,0,1,1,3,7,11,15,18,22,17,20,17,6,12,1,6,3,3,2,0
301155.SZ,2,1,2,1,7,14,16,31,22,24,26,31,16,19,15,12,3,4,4,2,2
301156.SZ,0,0,1,1,2,3,4,8,15,32,15,30,12,6,4,2,1,0,0,1,0
301158.SZ,1,6,4,3,1,10,11,15,27,32,24,36,23,16,10,7,3,3,1,0,0
301159.SZ,3,2,5,6,7,11,8,14,31,31,23,26,29,21,13,5,3,0,3,1,4
301160.SZ,0,2,0,3,2,7,7,10,17,20,9,33,20,8,3,3,3,2,0,1,0
301161.SZ,0,0,2,4,3,4,2,7,16,6,4,13,10,4,5,3,1,3,0,0,2
301162.SZ,2,0,1,2,6,4,14,13,20,26,10,31,11,11,4,8,7,4,3,1,1
301163.SZ,1,1,3,3,6,5,8,12,21,32,9,33,11,13,8,3,6,1,1,2,1
301165.SZ,0,0,0,0,2,1,3,8,5,5,2,8,6,3,2,2,3,0,0,1,0
301166.SZ,0,3,7,3,7,7,8,24,32,34,17,44,22,13,8,9,6,2,2,2,2
301167.SZ,1,1,5,4,5,8,4,13,29,49,21,45,34,8,5,3,4,2,1,1,2
301168.SZ,2,0,0,6,8,9,24,30,21,27,13,28,27,10,19,10,5,7,1,1,1
301169.SZ,0,3,3,7,5,9,15,22,23,31,15,38,19,21,8,9,12,4,3,2,1
301171.SZ,0,0,1,0,3,6,8,7,17,6,5,16,11,14,8,3,0,0,0,1,0
301175.SZ,1,0,1,0,2,2,7,7,17,27,9,23,12,4,3,3,1,1,0,0,0
301176.SZ,1,0,1,0,1,1,1,4,8,13,21,13,13,2,0,0,1,0,0,0,0
301177.SZ,1,0,2,0,2,6,19,27,28,48,25,29,20,12,8,9,3,6,1,0,0
301178.SZ,1,1,1,5,3,6,14,20,26,35,23,42,24,21,8,1,5,0,0,0,0
301179.SZ,0,1,1,0,3,11,18,20,21,41,20,31,29,23,14,5,1,1,3,2,1
301180.SZ,0,0,2,2,4,9,12,21,26,43,10,41,31,20,11,4,0,3,1,0,0
301181.SZ,1,1,4,4,15,10,13,11,21,27,10,25,30,13,12,7,7,4,2,1,1
301182.SZ,1,1,2,3,5,6,7,21,21,35,16,46,43,12,7,3,2,1,0,0,0
301183.SZ,1,0,0,2,5,4,6,15,23,27,14,31,16,12,9,3,2,0,0,1,1
301185.SZ,0,1,0,2,6,5,13,17,32,37,27,44,32,16,7,2,3,2,1,1,0
301186.SZ,1,2,2,5,6,5,18,19,15,36,22,39,37,23,13,4,2,3,3,0,0
301187.SZ,2,1,0,0,5,3,6,13,21,25,27,30,21,14,6,4,2,0,0,0,0
301188.SZ,0,0,2,2,1,9,10,16,26,47,25,33,25,13,12,4,2,3,1,1,1
301189.SZ,0,1,1,1,2,5,6,17,24,49,24,63,24,9,1,3,0,0,1,0,0
301190.SZ,0,0,2,1,7,5,17,18,20,37,37,53,24,15,8,2,2,3,0,2,0
301191.SZ,0,0,0,0,1,4,10,9,20,29,14,27,21,10,5,5,2,1,0,0,0
301192.SZ,1,0,0,2,1,5,8,11,9,15,8,24,11,9,1,1,1,0,0,1,0
301193.SZ,0,0,1,1,3,4,13,15,28,43,36,33,29,15,12,5,4,3,1,2,0
301195.SZ,0,0,1,2,2,2,5,15,12,19,14,13,9,7,8,5,2,0,1,0,1
301196.SZ,0,0,0,0,4,3,10,13,29,37,40,63,27,2,0,4,1,0,0,0,0
301197.SZ,0,0,0,1,2,1,4,16,12,14,15,22,16,1,3,2,0,0,0,0,0
301198.SZ,0,0,0,1,5,7,10,20,38,40,14,42,28,15,9,6,2,5,0,0,0
301199.SZ,0,2,1,4,5,11,12,22,24,37,17,47,23,22,7,3,2,1,1,1,0
301200.SZ,0,0,2,1,2,4,9,12,25,47,35,43,16,13,6,3,3,2,0,0,0
301201.SZ,3,3,4,4,5,9,15,18,30,35,20,29,23,12,9,4,5,4,2,0,1
301205.SZ,0,0,0,4,0,2,0,8,17,12,6,13,10,10,2,1,0,1,1,0,1
301206.SZ,3,0,1,0,5,3,4,18,25,43,32,39,26,9,6,4,2,1,1,1,0
301207.SZ,2,0,0,3,6,11,15,14,23,36,16,31,23,17,13,9,2,5,0,1,0
301208.SZ,0,0,0,0,4,7,6,12,18,24,8,22,6,9,8,2,5,1,1,2,1
301209.SZ,0,1,0,2,1,5,6,7,12,15,7,18,11,3,3,3,4,2,1,0,0
301211.SZ,3,1,1,3,6,9,6,19,22,32,27,39,31,15,10,9,1,1,2,0,0
301212.SZ,0,1,2,0,7,1,10,12,27,22,19,32,12,16,8,4,2,0,1,2,1
301213.SZ,0,2,1,5,5,7,16,18,28,37,26,43,22,18,11,4,1,5,1,2,0
301215.SZ,1,1,2,3,3,8,8,17,26,36,27,34,22,12,8,5,5,3,0,0,0
301216.SZ,0,0,1,2,2,8,6,11,23,34,14,30,21,7,6,4,3,3,0,1,0
301217.SZ,1,0,0,3,2,4,11,13,23,52,31,37,26,14,8,3,3,3,0,0,0
301218.SZ,3,3,1,1,4,4,11,19,23,37,19,25,19,16,14,7,4,3,0,0,0
301219.SZ,0,3,0,3,1,5,6,14,30,37,18,39,18,11,11,4,1,2,1,1,0
301220.SZ,1,0,0,1,1,3,1,9,19,24,15,35,13,11,1,1,2,0,1,0,0
301221.SZ,1,2,1,8,6,10,15,24,33,33,16,34,14,22,13,10,3,7,1,2,0
301222.SZ,0,2,0,6,1,5,6,16,25,34,22,42,23,7,10,0,4,5,0,1,1
301223.SZ,0,0,0,3,0,1,0,1,4,17,13,18,5,0,0,0,0,1,0,0,0
301226.SZ,0,2,1,3,3,4,8,17,27,21,16,36,25,16,2,6,6,0,3,1,0
301227.SZ,0,1,0,0,0,1,4,7,11,14,11,10,10,4,4,3,1,1,1,0,0
301228.SZ,1,1,3,7,2,5,3,13,34,35,31,37,23,16,13,3,1,1,2,0,0
301229.SZ,2,2,1,5,7,4,10,18,23,40,10,24,26,18,11,7,4,1,1,0,1
301230.SZ,0,0,1,0,0,3,8,7,6,11,4,4,7,3,0,5,1,2,1,1,0
301231.SZ,0,0,0,0,2,0,6,9,10,13,14,12,14,7,1,2,0,2,0,0,0
301233.SZ,0,1,0,1,4,2,4,11,13,28,12,26,14,7,1,4,2,0,2,0,1
301234.SZ,0,0,1,0,2,1,10,9,17,32,16,26,17,3,3,2,0,1,0,2,0
301235.SZ,0,1,3,4,3,5,15,19,21,41,27,21,16,17,13,4,6,3,2,1,0
301236.SZ,0,1,0,4,6,5,17,12,26,24,22,34,19,13,8,6,3,3,1,2,1
301237.SZ,0,0,3,2,5,6,10,13,14,41,19,35,26,14,5,2,1,1,1,0,2
301238.SZ,0,0,1,1,3,3,9,13,13,22,21,31,13,8,8,4,0,0,0,0,0
301239.SZ,0,1,1,1,2,6,8,9,19,16,6,18,13,12,6,4,1,4,6,1,1
301248.SZ,0,0,1,3,1,3,5,18,26,21,17,39,10,21,8,2,4,2,1,2,0
301255.SZ,0,0,1,0,1,1,1,4,2,4,4,2,3,2,2,1,3,0,0,0,0
301256.SZ,0,4,4,1,2,3,8,16,14,44,24,42,18,8,14,4,3,1,0,1,0
301257.SZ,0,0,2,2,2,7,14,11,24,18,12,26,12,8,7,16,3,3,2,1,0
301258.SZ,2,0,2,3,2,3,11,16,19,33,5,31,23,20,9,2,4,4,2,0,1
301259.SZ,1,2,0,2,1,3,6,13,16,32,32,23,17,7,10,1,2,2,0,0,0
301260.SZ,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0
301263.SZ,1,1,2,5,6,10,9,11,17,16,15,24,21,22,12,4,4,4,1,0,1
301265.SZ,0,0,0,0,0,0,2,3,3,8,2,10,2,1,1,1,0,0,0,0,0
301266.SZ,1,1,3,4,5,6,10,17,19,11,10,18,10,6,9,4,6,8,2,1,2
301267.SZ,0,0,1,0,0,2,3,4,8,13,7,4,5,7,2,2,2,2,1,0,0
301268.SZ,0,1,4,6,3,6,12,17,21,22,4,22,23,10,8,9,5,8,5,3,0
301269.SZ,0,2,1,1,2,2,7,14,13,16,13,10,12,9,11,4,3,0,0,1,1
301270.SZ,0,1,1,4,4,3,6,11,7,9,6,16,15,6,4,1,3,2,1,0,1
301273.SZ,1,0,0,1,1,4,5,9,7,7,5,5,7,7,3,2,1,0,0,1,1
301276.SZ,0,0,1,0,1,1,1,7,15,19,11,13,13,5,0,1,1,0,0,0,0
301277.SZ,0,0,2,0,1,1,2,7,6,8,4,11,8,2,1,0,1,1,1,1,0
301278.SZ,1,1,1,1,6,3,12,9,12,14,10,15,10,4,4,4,2,0,4,2,0
301279.SZ,1,0,1,1,1,3,6,11,13,35,22,40,15,7,2,4,0,1,2,1,0
301280.SZ,0,0,0,1,0,0,3,0,3,8,6,3,2,2,0,0,0,0,0,0,0
301282.SZ,0,1,1,1,3,4,4,8,9,18,8,14,9,8,4,3,1,2,1,0,0
301283.SZ,0,1,0,0,3,1,5,10,13,14,10,12,7,5,9,4,2,0,0,1,0
301285.SZ,0,0,0,0,1,2,3,6,7,12,8,21,9,7,2,1,1,0,0,0,0
301286.SZ,0,2,1,2,1,3,7,9,23,30,16,19,19,7,6,6,1,0,0,0,3
301288.SZ,2,0,1,0,1,4,8,15,27,25,10,32,17,11,5,3,1,1,2,1,0
301289.SZ,0,0,0,1,2,6,6,12,17,29,14,28,12,7,5,2,2,0,0,0,0
301290.SZ,0,1,0,0,0,0,3,7,6,7,10,5,6,3,0,0,1,0,0,0,0
301296.SZ,0,0,0,0,0,1,4,10,15,20,9,15,10,10,2,2,2,1,0,0,0
301297.SZ,0,0,0,1,1,1,3,4,2,1,1,3,4,1,2,1,2,1,0,0,0
301298.SZ,0,0,3,0,2,3,5,14,20,25,22,30,18,7,2,4,1,0,1,1,0
301299.SZ,0,0,1,2,0,1,3,7,12,15,5,8,7,9,3,2,1,0,1,0,0
301300.SZ,0,0,1,1,2,4,4,10,11,18,19,21,15,4,2,1,1,2,0,1,0
301301.SZ,1,0,0,0,1,0,1,4,1,3,4,5,3,1,2,1,0,0,0,0,0
